year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2022,min,Minnesota Vikings,17,Sun,M,01:25:00,,,,,@,Green Bay Packers,,,,,,,,,,,,,,,,,,,Green Bay Packers -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,ram,Los Angeles Rams,17,Sun,N,01:25:00,,,,,@,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,Los Angeles Chargers -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,pit,Pittsburgh Steelers,17,Sun,O,05:20:00,,,,,@,Baltimore Ravens,,,,,,,,,,,,,,,,,,,Baltimore Ravens -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,crd,Arizona Cardinals,17,Sun,B,10:00:00,,,,,@,Atlanta Falcons,,,,,,,,,,,,,,,,,,,Atlanta Falcons -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,chi,Chicago Bears,17,Sun,C,10:00:00,,,,,@,Detroit Lions,,,,,,,,,,,,,,,,,,,Detroit Lions -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,den,Denver Broncos,17,Sun,D,10:00:00,,,,,@,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -13.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,mia,Miami Dolphins,17,Sun,E,10:00:00,,,,,@,New England Patriots,,,,,,,,,,,,,,,,,,,New England Patriots -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,clt,Indianapolis Colts,17,Sun,F,10:00:00,,,,,@,New York Giants,,,,,,,,,,,,,,,,,,,New York Giants -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,nor,New Orleans Saints,17,Sun,G,10:00:00,,,,,@,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,car,Carolina Panthers,17,Sun,H,10:00:00,,,,,@,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,Tampa Bay Buccaneers -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,cle,Cleveland Browns,17,Sun,I,10:00:00,,,,,@,Washington Redskins,,,,,,,,,,,,,,,,,,,Washington Redskins -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,jax,Jacksonville Jaguars,17,Sun,J,10:00:00,,,,,@,Houston Texans,,,,,,,,,,,,,,,,,,,Jacksonville Jaguars -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,buf,Buffalo Bills,17,Mon,P,05:30:00,,,,,@,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,Buffalo Bills -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
