year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2022,car,Carolina Panthers,10,Thu,A,05:15:00,,,,,,Atlanta Falcons,,,,,,,,,,,,,,,,,,,Atlanta Falcons -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,rai,Las Vegas Raiders,10,Sun,J,01:05:00,,,,,,Indianapolis Colts,,,,,,,,,,,,,,,,,,,Las Vegas Raiders -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,gnb,Green Bay Packers,10,Sun,K,01:25:00,,,,,,Dallas Cowboys,,,,,,,,,,,,,,,,,,,Dallas Cowboys -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,ram,Los Angeles Rams,10,Sun,L,01:25:00,,,,,,Arizona Cardinals,,,,,,,,,,,,,,,,,,,Los Angeles Rams -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,sfo,San Francisco 49ers,10,Sun,M,05:20:00,,,,,,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,San Francisco 49ers -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,tam,Tampa Bay Buccaneers,10,Sun,B,06:30:00,,,,,,Seattle Seahawks,,,,,,,,,,,,,,,,,,,Tampa Bay Buccaneers -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,buf,Buffalo Bills,10,Sun,C,10:00:00,,,,,,Minnesota Vikings,,,,,,,,,,,,,,,,,,,Buffalo Bills -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,chi,Chicago Bears,10,Sun,D,10:00:00,,,,,,Detroit Lions,,,,,,,,,,,,,,,,,,,Chicago Bears -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,oti,Tennessee Titans,10,Sun,E,10:00:00,,,,,,Denver Broncos,,,,,,,,,,,,,,,,,,,Tennessee Titans -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,kan,Kansas City Chiefs,10,Sun,F,10:00:00,,,,,,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -9.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,mia,Miami Dolphins,10,Sun,G,10:00:00,,,,,,Cleveland Browns,,,,,,,,,,,,,,,,,,,Miami Dolphins -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,nyg,New York Giants,10,Sun,H,10:00:00,,,,,,Houston Texans,,,,,,,,,,,,,,,,,,,New York Giants -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,pit,Pittsburgh Steelers,10,Sun,I,10:00:00,,,,,,New Orleans Saints,,,,,,,,,,,,,,,,,,,New Orleans Saints -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,phi,Philadelphia Eagles,10,Mon,N,05:15:00,,,,,,Washington Redskins,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -10.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,atl,Atlanta Falcons,10,Thu,A,05:15:00,,,,,@,Carolina Panthers,,,,,,,,,,,,,,,,,,,Atlanta Falcons -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,clt,Indianapolis Colts,10,Sun,J,01:05:00,,,,,@,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,Las Vegas Raiders -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,dal,Dallas Cowboys,10,Sun,K,01:25:00,,,,,@,Green Bay Packers,,,,,,,,,,,,,,,,,,,Dallas Cowboys -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,crd,Arizona Cardinals,10,Sun,L,01:25:00,,,,,@,Los Angeles Rams,,,,,,,,,,,,,,,,,,,Los Angeles Rams -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,sdg,Los Angeles Chargers,10,Sun,M,05:20:00,,,,,@,San Francisco 49ers,,,,,,,,,,,,,,,,,,,San Francisco 49ers -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,sea,Seattle Seahawks,10,Sun,B,06:30:00,,,,,@,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,Tampa Bay Buccaneers -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,min,Minnesota Vikings,10,Sun,C,10:00:00,,,,,@,Buffalo Bills,,,,,,,,,,,,,,,,,,,Buffalo Bills -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,det,Detroit Lions,10,Sun,D,10:00:00,,,,,@,Chicago Bears,,,,,,,,,,,,,,,,,,,Chicago Bears -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,den,Denver Broncos,10,Sun,E,10:00:00,,,,,@,Tennessee Titans,,,,,,,,,,,,,,,,,,,Tennessee Titans -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,jax,Jacksonville Jaguars,10,Sun,F,10:00:00,,,,,@,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -9.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,cle,Cleveland Browns,10,Sun,G,10:00:00,,,,,@,Miami Dolphins,,,,,,,,,,,,,,,,,,,Miami Dolphins -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
