year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2023,gnb,Green Bay Packers,4,Thu,A,08:15:00,,,,,,Detroit Lions,,,,,,,,,,,,,,,,,,,Detroit Lions -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,htx,Houston Texans,4,Sun,C,01:00:00,,,,,,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,Pittsburgh Steelers -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,clt,Indianapolis Colts,4,Sun,D,01:00:00,,,,,,Los Angeles Rams,,,,,,,,,,,,,,,,,,,Indianapolis Colts -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,car,Carolina Panthers,4,Sun,E,01:00:00,,,,,,Minnesota Vikings,,,,,,,,,,,,,,,,,,,Minnesota Vikings -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nor,New Orleans Saints,4,Sun,F,01:00:00,,,,,,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,New Orleans Saints -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,phi,Philadelphia Eagles,4,Sun,G,01:00:00,,,,,,Washington Redskins,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -8.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,buf,Buffalo Bills,4,Sun,H,01:00:00,,,,,,Miami Dolphins,,,,,,,,,,,,,,,,,,,Buffalo Bills -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,oti,Tennessee Titans,4,Sun,I,01:00:00,,,,,,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,cle,Cleveland Browns,4,Sun,J,01:00:00,,,,,,Baltimore Ravens,,,,,,,,,,,,,,,,,,,Cleveland Browns -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,chi,Chicago Bears,4,Sun,K,01:00:00,,,,,,Denver Broncos,,,,,,,,,,,,,,,,,,,Denver Broncos -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sdg,Los Angeles Chargers,4,Sun,L,04:05:00,,,,,,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,Los Angeles Chargers -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,dal,Dallas Cowboys,4,Sun,M,04:25:00,,,,,,New England Patriots,,,,,,,,,,,,,,,,,,,Dallas Cowboys -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sfo,San Francisco 49ers,4,Sun,N,04:25:00,,,,,,Arizona Cardinals,,,,,,,,,,,,,,,,,,,San Francisco 49ers -14.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyj,New York Jets,4,Sun,O,08:20:00,,,,,,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -9.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,jax,Jacksonville Jaguars,4,Sun,B,09:30:00,,,,,,Atlanta Falcons,,,,,,,,,,,,,,,,,,,Jacksonville Jaguars -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyg,New York Giants,4,Mon,P,08:15:00,,,,,,Seattle Seahawks,,,,,,,,,,,,,,,,,,,New York Giants -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,det,Detroit Lions,4,Thu,A,08:15:00,,,,,@,Green Bay Packers,,,,,,,,,,,,,,,,,,,Detroit Lions -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,pit,Pittsburgh Steelers,4,Sun,C,01:00:00,,,,,@,Houston Texans,,,,,,,,,,,,,,,,,,,Pittsburgh Steelers -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,ram,Los Angeles Rams,4,Sun,D,01:00:00,,,,,@,Indianapolis Colts,,,,,,,,,,,,,,,,,,,Indianapolis Colts -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,min,Minnesota Vikings,4,Sun,E,01:00:00,,,,,@,Carolina Panthers,,,,,,,,,,,,,,,,,,,Minnesota Vikings -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,tam,Tampa Bay Buccaneers,4,Sun,F,01:00:00,,,,,@,New Orleans Saints,,,,,,,,,,,,,,,,,,,New Orleans Saints -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,was,Washington Redskins,4,Sun,G,01:00:00,,,,,@,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -8.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,mia,Miami Dolphins,4,Sun,H,01:00:00,,,,,@,Buffalo Bills,,,,,,,,,,,,,,,,,,,Buffalo Bills -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,cin,Cincinnati Bengals,4,Sun,I,01:00:00,,,,,@,Tennessee Titans,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
