year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2023,sfo,San Francisco 49ers,3,Thu,A,05:15:00,,,,,,New York Giants,,,,,,,,,,,,,,,,,,,San Francisco 49ers -10.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sea,Seattle Seahawks,3,Sun,K,01:05:00,,,,,,Carolina Panthers,,,,,,,,,,,,,,,,,,,Seattle Seahawks -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,kan,Kansas City Chiefs,3,Sun,L,01:25:00,,,,,,Chicago Bears,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -12.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,crd,Arizona Cardinals,3,Sun,M,01:25:00,,,,,,Dallas Cowboys,,,,,,,,,,,,,,,,,,,Dallas Cowboys -12.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,rai,Las Vegas Raiders,3,Sun,N,05:20:00,,,,,,Pittsburgh Steelers,,,,,,,,,,,,,,,,,,,Las Vegas Raiders -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,rav,Baltimore Ravens,3,Sun,B,10:00:00,,,,,,Indianapolis Colts,,,,,,,,,,,,,,,,,,,Baltimore Ravens -7.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,mia,Miami Dolphins,3,Sun,C,10:00:00,,,,,,Denver Broncos,,,,,,,,,,,,,,,,,,,Miami Dolphins -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyj,New York Jets,3,Sun,D,10:00:00,,,,,,New England Patriots,,,,,,,,,,,,,,,,,,,New England Patriots -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,jax,Jacksonville Jaguars,3,Sun,E,10:00:00,,,,,,Houston Texans,,,,,,,,,,,,,,,,,,,Jacksonville Jaguars -9.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,cle,Cleveland Browns,3,Sun,F,10:00:00,,,,,,Tennessee Titans,,,,,,,,,,,,,,,,,,,Cleveland Browns -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,det,Detroit Lions,3,Sun,G,10:00:00,,,,,,Atlanta Falcons,,,,,,,,,,,,,,,,,,,Detroit Lions -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,gnb,Green Bay Packers,3,Sun,H,10:00:00,,,,,,New Orleans Saints,,,,,,,,,,,,,,,,,,,Green Bay Packers -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,was,Washington Redskins,3,Sun,I,10:00:00,,,,,,Buffalo Bills,,,,,,,,,,,,,,,,,,,Buffalo Bills -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,min,Minnesota Vikings,3,Sun,J,10:00:00,,,,,,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,Los Angeles Chargers -0.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,tam,Tampa Bay Buccaneers,3,Mon,O,04:15:00,,,,,,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,cin,Cincinnati Bengals,3,Mon,P,05:15:00,,,,,,Los Angeles Rams,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyg,New York Giants,3,Thu,A,05:15:00,,,,,@,San Francisco 49ers,,,,,,,,,,,,,,,,,,,San Francisco 49ers -10.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,car,Carolina Panthers,3,Sun,K,01:05:00,,,,,@,Seattle Seahawks,,,,,,,,,,,,,,,,,,,Seattle Seahawks -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
