year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2023,mia,Miami Dolphins,6,Sun,F,10:00:00,,,,,,Carolina Panthers,,,,,,,,,,,,,,,,,,,Miami Dolphins -13.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,cin,Cincinnati Bengals,6,Sun,G,10:00:00,,,,,,Seattle Seahawks,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,jax,Jacksonville Jaguars,6,Sun,H,10:00:00,,,,,,Indianapolis Colts,,,,,,,,,,,,,,,,,,,Jacksonville Jaguars -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,chi,Chicago Bears,6,Sun,I,10:00:00,,,,,,Minnesota Vikings,,,,,,,,,,,,,,,,,,,Minnesota Vikings -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sdg,Los Angeles Chargers,6,Mon,O,05:15:00,,,,,,Dallas Cowboys,,,,,,,,,,,,,,,,,,,Dallas Cowboys -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,den,Denver Broncos,6,Thu,A,05:15:00,,,,,@,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -10.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nwe,New England Patriots,6,Sun,J,01:05:00,,,,,@,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,Las Vegas Raiders -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,det,Detroit Lions,6,Sun,K,01:25:00,,,,,@,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,Detroit Lions -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,crd,Arizona Cardinals,6,Sun,L,01:25:00,,,,,@,Los Angeles Rams,,,,,,,,,,,,,,,,,,,Los Angeles Rams -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,phi,Philadelphia Eagles,6,Sun,M,01:25:00,,,,,@,New York Jets,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyg,New York Giants,6,Sun,N,05:20:00,,,,,@,Buffalo Bills,,,,,,,,,,,,,,,,,,,Buffalo Bills -14.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,rav,Baltimore Ravens,6,Sun,B,06:30:00,,,,,@,Tennessee Titans,,,,,,,,,,,,,,,,,,,Baltimore Ravens -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,was,Washington Redskins,6,Sun,C,10:00:00,,,,,@,Atlanta Falcons,,,,,,,,,,,,,,,,,,,Atlanta Falcons -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sfo,San Francisco 49ers,6,Sun,D,10:00:00,,,,,@,Cleveland Browns,,,,,,,,,,,,,,,,,,,San Francisco 49ers -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nor,New Orleans Saints,6,Sun,E,10:00:00,,,,,@,Houston Texans,,,,,,,,,,,,,,,,,,,New Orleans Saints -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,car,Carolina Panthers,6,Sun,F,10:00:00,,,,,@,Miami Dolphins,,,,,,,,,,,,,,,,,,,Miami Dolphins -13.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sea,Seattle Seahawks,6,Sun,G,10:00:00,,,,,@,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,clt,Indianapolis Colts,6,Sun,H,10:00:00,,,,,@,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,Jacksonville Jaguars -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,min,Minnesota Vikings,6,Sun,I,10:00:00,,,,,@,Chicago Bears,,,,,,,,,,,,,,,,,,,Minnesota Vikings -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,dal,Dallas Cowboys,6,Mon,O,05:15:00,,,,,@,Los Angeles Chargers,,,,,,,,,,,,,,,,,,,Dallas Cowboys -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
