year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2023,kan,Kansas City Chiefs,1,Thu,A,05:20:00,,,,,,Detroit Lions,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,chi,Chicago Bears,1,Sun,J,01:25:00,,,,,,Green Bay Packers,,,,,,,,,,,,,,,,,,,Chicago Bears -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nwe,New England Patriots,1,Sun,K,01:25:00,,,,,,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sea,Seattle Seahawks,1,Sun,L,01:25:00,,,,,,Los Angeles Rams,,,,,,,,,,,,,,,,,,,Seattle Seahawks -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,sdg,Los Angeles Chargers,1,Sun,M,01:25:00,,,,,,Miami Dolphins,,,,,,,,,,,,,,,,,,,Los Angeles Chargers -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,den,Denver Broncos,1,Sun,N,01:25:00,,,,,,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,Denver Broncos -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyg,New York Giants,1,Sun,O,05:20:00,,,,,,Dallas Cowboys,,,,,,,,,,,,,,,,,,,Dallas Cowboys -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nor,New Orleans Saints,1,Sun,B,10:00:00,,,,,,Tennessee Titans,,,,,,,,,,,,,,,,,,,New Orleans Saints -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,clt,Indianapolis Colts,1,Sun,C,10:00:00,,,,,,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,Jacksonville Jaguars -4.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,min,Minnesota Vikings,1,Sun,D,10:00:00,,,,,,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,Minnesota Vikings -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,was,Washington Redskins,1,Sun,E,10:00:00,,,,,,Arizona Cardinals,,,,,,,,,,,,,,,,,,,Washington Redskins -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,pit,Pittsburgh Steelers,1,Sun,F,10:00:00,,,,,,San Francisco 49ers,,,,,,,,,,,,,,,,,,,San Francisco 49ers -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,cle,Cleveland Browns,1,Sun,G,10:00:00,,,,,,Cincinnati Bengals,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,atl,Atlanta Falcons,1,Sun,H,10:00:00,,,,,,Carolina Panthers,,,,,,,,,,,,,,,,,,,Atlanta Falcons -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,rav,Baltimore Ravens,1,Sun,I,10:00:00,,,,,,Houston Texans,,,,,,,,,,,,,,,,,,,Baltimore Ravens -9.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2023,nyj,New York Jets,1,Mon,P,05:15:00,,,,,,Buffalo Bills,,,,,,,,,,,,,,,,,,,Buffalo Bills -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
