year,team,verbose_name,week,day,boxscore_url,time,boxscore_text,result,OT,record,at,opponent,team_score,opp_score,off_first_downs,off_total_yds,off_pass_yds,off_rush_yds,off_turn_overs,def_first_downs,def_total_yds,def_pass_yds,def_rush_yds,def_turn_overs,off_exp_pts,def_exp_pts,specialTm_exp_pts,Won_Toss,Roof,Surface,Vegas_Line_Close,O/U_Line,O/U_Result,aFirst_Downs,hFirst_Downs,aRush-Yds-Tds,hRush-Yds-Tds,aCmp-Att-Yd-TD-INT,hCmp-Att-Yd-TD-INT,aSacked-Yds,hSacked-Yds,aNet_Pass_Yds,hNet_Pass_Yds,aTotal_Yds,h_Total_Yds,aFumbles-Lost,hFumbles-Lost,aTurnovers,hTurnovers,aPenalties-Yds,h-Penalties-Yds,aThird_Down_Conv,hThird_Down_Conv,aFourth_Down_Conv,hFourth_Down_Conv,aTime_of_Possesion,hTime_of_Possesion
2022,ram,Los Angeles Rams,14,Thu,A,05:15:00,,,,,,Las Vegas Raiders,,,,,,,,,,,,,,,,,,,Las Vegas Raiders -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,den,Denver Broncos,14,Sun,I,01:05:00,,,,,,Kansas City Chiefs,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -8.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,sfo,San Francisco 49ers,14,Sun,J,01:25:00,,,,,,Tampa Bay Buccaneers,,,,,,,,,,,,,,,,,,,San Francisco 49ers -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,sea,Seattle Seahawks,14,Sun,K,01:25:00,,,,,,Carolina Panthers,,,,,,,,,,,,,,,,,,,Seattle Seahawks -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,sdg,Los Angeles Chargers,14,Sun,L,05:20:00,,,,,,Miami Dolphins,,,,,,,,,,,,,,,,,,,Miami Dolphins -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,buf,Buffalo Bills,14,Sun,B,10:00:00,,,,,,New York Jets,,,,,,,,,,,,,,,,,,,Buffalo Bills -9.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,cin,Cincinnati Bengals,14,Sun,C,10:00:00,,,,,,Cleveland Browns,,,,,,,,,,,,,,,,,,,Cincinnati Bengals -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,dal,Dallas Cowboys,14,Sun,D,10:00:00,,,,,,Houston Texans,,,,,,,,,,,,,,,,,,,Dallas Cowboys -16.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,det,Detroit Lions,14,Sun,E,10:00:00,,,,,,Minnesota Vikings,,,,,,,,,,,,,,,,,,,Detroit Lions -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,oti,Tennessee Titans,14,Sun,F,10:00:00,,,,,,Jacksonville Jaguars,,,,,,,,,,,,,,,,,,,Tennessee Titans -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,nyg,New York Giants,14,Sun,G,10:00:00,,,,,,Philadelphia Eagles,,,,,,,,,,,,,,,,,,,Philadelphia Eagles -6.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,pit,Pittsburgh Steelers,14,Sun,H,10:00:00,,,,,,Baltimore Ravens,,,,,,,,,,,,,,,,,,,Pittsburgh Steelers -2.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,crd,Arizona Cardinals,14,Mon,M,05:15:00,,,,,,New England Patriots,,,,,,,,,,,,,,,,,,,New England Patriots -1.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,rai,Las Vegas Raiders,14,Thu,A,05:15:00,,,,,@,Los Angeles Rams,,,,,,,,,,,,,,,,,,,Las Vegas Raiders -5.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,kan,Kansas City Chiefs,14,Sun,I,01:05:00,,,,,@,Denver Broncos,,,,,,,,,,,,,,,,,,,Kansas City Chiefs -8.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
2022,tam,Tampa Bay Buccaneers,14,Sun,J,01:25:00,,,,,@,San Francisco 49ers,,,,,,,,,,,,,,,,,,,San Francisco 49ers -3.5,,,,,0-0-0,0-0-0,0-0-0-0-0,0-0-0-0-0,,,,,,,,,,,0-0,0-0,0-0,0-0,0-0,0-0,,
